10.126.2.83 - - [25/Oct/2018:00:57:19 +0800] "GET /phpmyadmin HTTP/1.0" 404 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:10 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:25 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:00:25 +0800] "POST /upms/sso/login HTTP/1.0" 200 68
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1456
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:30 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:39 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:00:39 +0800] "POST /upms/sso/login HTTP/1.0" 200 65
172.16.1.153 - - [25/Oct/2018:14:00:39 +0800] "GET /upms/ HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:00:39 +0800] "GET /upms/manage/index HTTP/1.0" 200 15373
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/images/logo.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/BootstrapMenu.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.fullPage.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/js/admin.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/device.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.jdirk.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.cookie.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/images/avatar.jpg HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:40 +0800] "GET /upms/resources/zheng-admin/images/zheng-cms.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:48 +0800] "GET /upms/sso/index?appid=wbm-bi-admin&backurl=http%3A%2F%2Fwbm.dcits.com%2Fbi%2Fmanage%2Fqy%2FbasCostBorder%2Fcollect HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:00:48 +0800] "GET /upms/sso/login?backurl=http%3A%2F%2Fwbm.dcits.com%2Fbi%2Fmanage%2Fqy%2FbasCostBorder%2Fcollect HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:00:48 +0800] "POST /upms/sso/code HTTP/1.0" 200 76
172.16.1.153 - - [25/Oct/2018:14:28:53 +0800] "GET /upms/ HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:28:53 +0800] "GET /upms/manage/index;JSESSIONID=811d2643-6089-4c30-a90c-7513973e92eb HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:28:53 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:14:28:53 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:53 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1468
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:28:54 +0800] "GET /upms/resources/zheng-admin/images/favicon.ico HTTP/1.0" 200 9662
172.16.1.153 - - [25/Oct/2018:14:28:59 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:28:59 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:29:08 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:29:08 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:29:09 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1449
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:10 +0800] "GET /upms/resources/zheng-admin/images/favicon.ico HTTP/1.0" 200 9662
172.16.1.153 - - [25/Oct/2018:14:29:14 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:29:14 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:29:39 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:29:39 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:29:46 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:29:46 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1452
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:29:59 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:04 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:30:04 +0800] "POST /upms/sso/login HTTP/1.0" 200 66
172.16.1.153 - - [25/Oct/2018:14:30:11 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:30:11 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:30:13 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:30:13 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:30:13 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:30:13 +0800] "POST /upms/sso/login HTTP/1.0" 500 9920
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "POST /upms/sso/login HTTP/1.0" 200 65
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/ HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/manage/index HTTP/1.0" 200 247715
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/resources/zheng-admin/images/logo.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:14 +0800] "GET /upms/resources/zheng-admin/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/device.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/BootstrapMenu.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/images/avatar.jpg HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.cookie.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/js/admin.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.fullPage.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.jdirk.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:30:15 +0800] "GET /upms/resources/zheng-admin/images/zheng-upms.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:32:10 +0800] "GET /upms/resources/zheng-admin/images/zheng-cms.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:32:13 +0800] "GET /upms/sso/index?appid=wbm-bi-admin&backurl=http%3A%2F%2Fwbm.dcits.com%2Fbi%2Fmanage%2Fqy%2FbasCostConfig%2Findex HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:32:13 +0800] "GET /upms/sso/login?backurl=http%3A%2F%2Fwbm.dcits.com%2Fbi%2Fmanage%2Fqy%2FbasCostConfig%2Findex HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:14:32:13 +0800] "POST /upms/sso/code HTTP/1.0" 200 76
10.126.2.83 - - [25/Oct/2018:14:37:01 +0800] "GET /index.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:14:37:02 +0800] "GET /phpmyadmin/index.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:14:44:16 +0800] "GET /cache/global/img/gs.gif HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:08:06 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:35 +0800] "GET /webdav/ HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:35 +0800] "GET /help.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /java.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /_query.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /test.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /db_cts.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /db_pma.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /logon.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /help-e.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /license.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:36 +0800] "GET /log.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:38 +0800] "GET /hell.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:38 +0800] "GET /pmd_online.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:38 +0800] "GET /x.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:38 +0800] "GET /shell.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:38 +0800] "GET /htdocs.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /desktop.ini.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /z.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /lala.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /lala-dpr.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /wpo.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /text.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /wp-config.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /muhstik.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /muhstik2.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /muhstiks.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /muhstik-dpr.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /lol.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /uploader.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /cmd.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /cmx.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /cmv.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:39 +0800] "GET /cmdd.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /knal.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /cmd.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /shell.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /appserv.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /scripts/setup.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /phpmyadmin/scripts/setup.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:40 +0800] "GET /phpMyAdmin/scripts/setup.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:41 +0800] "GET /phpmyadmin/scripts/db___.init.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:42 +0800] "GET /phpMyAdmin/scripts/db___.init.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:42 +0800] "GET /plugins/weathermap/editor.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:42 +0800] "GET /cacti/plugins/weathermap/editor.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:42 +0800] "POST /wuwu11.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:42 +0800] "POST /xw.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:42 +0800] "POST /xw1.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /9678.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /wc.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /xx.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /s.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /w.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /sheep.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /qaq.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /db.init.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /db_session.init.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /db__.init.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /wp-admins.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /m.php?pbid=open HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /db_dataml.php HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:15:37:43 +0800] "POST /db_desql.php HTTP/1.0" 404 -
